sum_1,sum_2,norm,accel,scan
-0.33439698815345764,-0.6199780106544495,0.539369,-113.965917,25155000.0
-0.29464900493621826,-0.6211959719657898,0.474326,-70.176776,25157500.0
-0.2576650083065033,-0.6164209842681885,0.418001,-155.172842,25160000.0
-0.29220399260520935,-0.6183379888534546,0.472564,-50.254682,25162500.0
-0.3341690003871918,-0.6206039786338806,0.538458,-64.688832,25165000.0
-0.32982200384140015,-0.6240839958190918,0.52849,-146.040211,25155000.0
-0.2701590061187744,-0.6221500039100647,0.434235,38.977602,25157500.0
-0.26048898696899414,-0.6208159923553467,0.419591,-161.422244,25160000.0
-0.3162029981613159,-0.6239489912986755,0.506777,35.71112,25162500.0
-0.3325119912624359,-0.6251069903373718,0.531928,-106.463821,25165000.0
-0.3275949954986572,-0.624692976474762,0.524409,39.5006,25155000.0
-0.2850480079650879,-0.6195430159568787,0.460094,-52.33652,25157500.0
-0.256166011095047,-0.6176379919052124,0.414751,-70.518398,25160000.0
-0.3349269926548004,-0.619504988193512,0.540636,179.346784,25162500.0
-0.33281901478767395,-0.6213399767875671,0.535647,-174.04326,25165000.0
-0.30341899394989014,-0.6182119846343994,0.490801,171.617313,25155000.0
-0.26683899760246277,-0.6177970170974731,0.43192,44.844104,25157500.0
-0.25294598937034607,-0.6151580214500427,0.411188,-48.444695,25160000.0
-0.33340999484062195,-0.6187270283699036,0.538864,197.226429,25162500.0
-0.33331099152565,-0.6189879775047302,0.538477,-43.822916,25165000.0
-0.3156619966030121,-0.619488000869751,0.509553,104.796258,25155000.0
-0.2638849914073944,-0.6174910068511963,0.427351,67.394149,25157500.0
-0.26729899644851685,-0.6189590096473694,0.431852,70.373656,25160000.0
-0.3279869854450226,-0.6194810271263123,0.529455,119.658482,25162500.0
-0.31869399547576904,-0.6186599731445312,0.515137,79.860662,25165000.0
-0.30944299697875977,-0.620212972164154,0.49893,125.104996,25155000.0
-0.26044800877571106,-0.6159120202064514,0.422865,105.918933,25157500.0
-0.28534001111984253,-0.6153280138969421,0.463721,157.445587,25160000.0
-0.32831698656082153,-0.6171979904174805,0.531947,120.419436,25162500.0
-0.306784987449646,-0.6180199980735779,0.4964,135.782321,25165000.0
-0.3027839958667755,-0.6175280213356018,0.490317,153.987255,25155000.0
-0.2552269995212555,-0.6158940196037292,0.414401,148.05722,25157500.0
-0.2874769866466522,-0.6166499853134155,0.466192,186.297607,25160000.0
-0.3260459899902344,-0.6184970140457153,0.527159,110.284949,25162500.0
-0.2945069968700409,-0.6205170154571533,0.474616,187.89923,25165000.0
-0.29923000931739807,-0.6206340193748474,0.482136,151.849179,25155000.0
-0.25537601113319397,-0.6160140037536621,0.414561,143.946682,25157500.0
-0.29803600907325745,-0.6174539923667908,0.482686,202.444659,25160000.0
-0.33005601167678833,-0.6180409789085388,0.534036,112.91504,25162500.0
-0.28797799348831177,-0.6178240180015564,0.466117,216.459802,25165000.0
